train_id,priority,release_delay_min,track_id,from_station,to_station,from_name,to_name,start_min,end_min,duration_min,start_time,end_time
TRN0095,5,10,TRK0202,STN119,STN117,Rohtak Jn,Rewari Jn,412,423,11,2025-09-24T17:25:49.592971,2025-09-24T17:36:49.592971
TRN0096,5,24,TRK0202,STN117,STN119,Rewari Jn,Rohtak Jn,33,46,13,2025-09-24T11:06:49.592971,2025-09-24T11:19:49.592971
TRN0096,5,24,TRK0201,STN119,STN102,Rohtak Jn,New Delhi,259,272,13,2025-09-24T14:52:49.592971,2025-09-24T15:05:49.592971
TRN0097,5,26,TRK0201,STN102,STN119,New Delhi,Rohtak Jn,38,53,15,2025-09-24T11:11:49.592971,2025-09-24T11:26:49.592971
TRN0097,5,26,TRK0199,STN119,STN088,Rohtak Jn,Kurukshetra Jn,57,72,15,2025-09-24T11:30:49.592971,2025-09-24T11:45:49.592971
TRN0097,5,26,TRK0172,STN088,STN082,Kurukshetra Jn,Karnal,72,87,15,2025-09-24T11:45:49.592971,2025-09-24T12:00:49.592971
TRN0098,5,10,TRK0172,STN082,STN088,Karnal,Kurukshetra Jn,10,25,15,2025-09-24T10:43:49.592971,2025-09-24T10:58:49.592971
TRN0098,5,10,TRK0199,STN088,STN119,Kurukshetra Jn,Rohtak Jn,34,49,15,2025-09-24T11:07:49.592971,2025-09-24T11:22:49.592971
TRN0098,5,10,TRK0201,STN119,STN102,Rohtak Jn,New Delhi,208,223,15,2025-09-24T14:01:49.592971,2025-09-24T14:16:49.592971
TRN0099,5,22,TRK0201,STN102,STN119,New Delhi,Rohtak Jn,28,38,10,2025-09-24T11:01:49.592971,2025-09-24T11:11:49.592971
TRN0099,5,22,TRK0199,STN119,STN088,Rohtak Jn,Kurukshetra Jn,47,57,10,2025-09-24T11:20:49.592971,2025-09-24T11:30:49.592971
TRN0099,5,22,TRK0173,STN088,STN088,Kurukshetra Jn,Kurukshetra Jn,57,67,10,2025-09-24T11:30:49.592971,2025-09-24T11:40:49.592971
TRN0099,5,22,TRK0173,STN088,STN088,Kurukshetra Jn,Kurukshetra Jn,67,77,10,2025-09-24T11:40:49.592971,2025-09-24T11:50:49.592971
TRN0099,5,22,TRK0173,STN088,STN088,Kurukshetra Jn,Kurukshetra Jn,77,87,10,2025-09-24T11:50:49.592971,2025-09-24T12:00:49.592971
TRN0099,5,22,TRK0173,STN088,STN088,Kurukshetra Jn,Kurukshetra Jn,87,97,10,2025-09-24T12:00:49.592971,2025-09-24T12:10:49.592971
TRN0099,5,22,TRK0173,STN088,STN088,Kurukshetra Jn,Kurukshetra Jn,97,107,10,2025-09-24T12:10:49.592971,2025-09-24T12:20:49.592971
TRN0099,5,22,TRK0173,STN088,STN088,Kurukshetra Jn,Kurukshetra Jn,107,117,10,2025-09-24T12:20:49.592971,2025-09-24T12:30:49.592971
TRN0099,5,22,TRK0173,STN088,STN088,Kurukshetra Jn,Kurukshetra Jn,117,127,10,2025-09-24T12:30:49.592971,2025-09-24T12:40:49.592971
TRN0099,5,22,TRK0173,STN088,STN088,Kurukshetra Jn,Kurukshetra Jn,127,137,10,2025-09-24T12:40:49.592971,2025-09-24T12:50:49.592971
TRN0099,5,22,TRK0173,STN088,STN088,Kurukshetra Jn,Kurukshetra Jn,137,147,10,2025-09-24T12:50:49.592971,2025-09-24T13:00:49.592971
TRN0099,5,22,TRK0173,STN088,STN088,Kurukshetra Jn,Kurukshetra Jn,147,157,10,2025-09-24T13:00:49.592971,2025-09-24T13:10:49.592971
TRN0099,5,22,TRK0173,STN088,STN088,Kurukshetra Jn,Kurukshetra Jn,157,167,10,2025-09-24T13:10:49.592971,2025-09-24T13:20:49.592971
TRN0099,5,22,TRK0173,STN088,STN088,Kurukshetra Jn,Kurukshetra Jn,167,177,10,2025-09-24T13:20:49.592971,2025-09-24T13:30:49.592971
TRN0099,5,22,TRK0173,STN088,STN088,Kurukshetra Jn,Kurukshetra Jn,177,187,10,2025-09-24T13:30:49.592971,2025-09-24T13:40:49.592971
TRN0099,5,22,TRK0173,STN088,STN088,Kurukshetra Jn,Kurukshetra Jn,187,197,10,2025-09-24T13:40:49.592971,2025-09-24T13:50:49.592971
TRN0099,5,22,TRK0173,STN088,STN088,Kurukshetra Jn,Kurukshetra Jn,197,207,10,2025-09-24T13:50:49.592971,2025-09-24T14:00:49.592971
TRN0099,5,22,TRK0173,STN088,STN088,Kurukshetra Jn,Kurukshetra Jn,207,217,10,2025-09-24T14:00:49.592971,2025-09-24T14:10:49.592971
TRN0099,5,22,TRK0173,STN088,STN088,Kurukshetra Jn,Kurukshetra Jn,217,227,10,2025-09-24T14:10:49.592971,2025-09-24T14:20:49.592971
TRN0100,5,12,TRK0199,STN088,STN119,Kurukshetra Jn,Rohtak Jn,12,23,11,2025-09-24T10:45:49.592971,2025-09-24T10:56:49.592971
TRN0100,5,12,TRK0201,STN119,STN102,Rohtak Jn,New Delhi,265,276,11,2025-09-24T14:58:49.592971,2025-09-24T15:09:49.592971
TRN0101,5,9,TRK0186,STN102,STN045,New Delhi,Delhi Shahdara,736,749,13,2025-09-24T22:49:49.592971,2025-09-24T23:02:49.592971
TRN0101,5,9,TRK0140,STN045,STN004,Delhi Shahdara,Ambala Cantt Jn,773,786,13,2025-09-24T23:26:49.592971,2025-09-24T23:39:49.592971
TRN0102,5,24,TRK0140,STN004,STN045,Ambala Cantt Jn,Delhi Shahdara,685,697,12,2025-09-24T21:58:49.592971,2025-09-24T22:10:49.592971
TRN0102,5,24,TRK0186,STN045,STN102,Delhi Shahdara,New Delhi,697,709,12,2025-09-24T22:10:49.592971,2025-09-24T22:22:49.592971
TRN0103,5,22,TRK0188,STN102,STN053,New Delhi,Ghaziabad Jn,71,83,12,2025-09-24T11:44:49.592971,2025-09-24T11:56:49.592971
TRN0104,5,10,TRK0188,STN053,STN102,Ghaziabad Jn,New Delhi,130,139,9,2025-09-24T12:43:49.592971,2025-09-24T12:52:49.592971
TRN0105,3,24,TRK0186,STN102,STN045,New Delhi,Delhi Shahdara,412,422,10,2025-09-24T17:25:49.592971,2025-09-24T17:35:49.592971
TRN0105,3,24,TRK0140,STN045,STN004,Delhi Shahdara,Ambala Cantt Jn,638,648,10,2025-09-24T21:11:49.592971,2025-09-24T21:21:49.592971
TRN0105,3,24,TRK0176,STN004,STN093,Ambala Cantt Jn,Ludhiana Jn,648,658,10,2025-09-24T21:21:49.592971,2025-09-24T21:31:49.592971
TRN0105,3,24,TRK0177,STN093,STN074,Ludhiana Jn,Jalandhar City Jn,658,668,10,2025-09-24T21:31:49.592971,2025-09-24T21:41:49.592971
TRN0106,3,24,TRK0177,STN074,STN093,Jalandhar City Jn,Ludhiana Jn,188,197,9,2025-09-24T13:41:49.592971,2025-09-24T13:50:49.592971
TRN0106,3,24,TRK0176,STN093,STN004,Ludhiana Jn,Ambala Cantt Jn,459,468,9,2025-09-24T18:12:49.592971,2025-09-24T18:21:49.592971
TRN0106,3,24,TRK0140,STN004,STN045,Ambala Cantt Jn,Delhi Shahdara,615,624,9,2025-09-24T20:48:49.592971,2025-09-24T20:57:49.592971
TRN0106,3,24,TRK0186,STN045,STN102,Delhi Shahdara,New Delhi,632,641,9,2025-09-24T21:05:49.592971,2025-09-24T21:14:49.592971
TRN0107,3,21,TRK0201,STN102,STN119,New Delhi,Rohtak Jn,31,42,11,2025-09-24T11:04:49.592971,2025-09-24T11:15:49.592971
TRN0107,3,21,TRK0206,STN119,STN120,Rohtak Jn,Roorkee,43,54,11,2025-09-24T11:16:49.592971,2025-09-24T11:27:49.592971
TRN0107,3,21,TRK0204,STN120,STN004,Roorkee,Ambala Cantt Jn,54,65,11,2025-09-24T11:27:49.592971,2025-09-24T11:38:49.592971
TRN0107,3,21,TRK0176,STN004,STN093,Ambala Cantt Jn,Ludhiana Jn,250,261,11,2025-09-24T14:43:49.592971,2025-09-24T14:54:49.592971
TRN0107,3,21,TRK0177,STN093,STN074,Ludhiana Jn,Jalandhar City Jn,460,471,11,2025-09-24T18:13:49.592971,2025-09-24T18:24:49.592971
TRN0107,3,21,TRK0166,STN074,STN006,Jalandhar City Jn,Amritsar Jn,471,482,11,2025-09-24T18:24:49.592971,2025-09-24T18:35:49.592971
TRN0108,3,21,TRK0166,STN006,STN074,Amritsar Jn,Jalandhar City Jn,21,31,10,2025-09-24T10:54:49.592971,2025-09-24T11:04:49.592971
TRN0108,3,21,TRK0177,STN074,STN093,Jalandhar City Jn,Ludhiana Jn,32,42,10,2025-09-24T11:05:49.592971,2025-09-24T11:15:49.592971
TRN0108,3,21,TRK0176,STN093,STN004,Ludhiana Jn,Ambala Cantt Jn,51,61,10,2025-09-24T11:24:49.592971,2025-09-24T11:34:49.592971
TRN0108,3,21,TRK0204,STN004,STN120,Ambala Cantt Jn,Roorkee,61,71,10,2025-09-24T11:34:49.592971,2025-09-24T11:44:49.592971
TRN0108,3,21,TRK0206,STN120,STN119,Roorkee,Rohtak Jn,73,83,10,2025-09-24T11:46:49.592971,2025-09-24T11:56:49.592971
TRN0108,3,21,TRK0201,STN119,STN102,Rohtak Jn,New Delhi,362,372,10,2025-09-24T16:35:49.592971,2025-09-24T16:45:49.592971
TRN0109,2,24,TRK0186,STN102,STN045,New Delhi,Delhi Shahdara,370,378,8,2025-09-24T16:43:49.592971,2025-09-24T16:51:49.592971
TRN0109,2,24,TRK0140,STN045,STN004,Delhi Shahdara,Ambala Cantt Jn,378,386,8,2025-09-24T16:51:49.592971,2025-09-24T16:59:49.592971
TRN0109,2,24,TRK0130,STN004,STN036,Ambala Cantt Jn,Chandi Mandir,386,394,8,2025-09-24T16:59:49.592971,2025-09-24T17:07:49.592971
TRN0109,2,24,TRK0044,STN036,STN080,Chandi Mandir,Kalka,394,406,12,2025-09-24T17:07:49.592971,2025-09-24T17:19:49.592971
TRN0110,2,22,TRK0044,STN080,STN036,Kalka,Chandi Mandir,22,36,14,2025-09-24T10:55:49.592971,2025-09-24T11:09:49.592971
TRN0110,2,22,TRK0130,STN036,STN004,Chandi Mandir,Ambala Cantt Jn,36,45,9,2025-09-24T11:09:49.592971,2025-09-24T11:18:49.592971
TRN0110,2,22,TRK0140,STN004,STN045,Ambala Cantt Jn,Delhi Shahdara,503,512,9,2025-09-24T18:56:49.592971,2025-09-24T19:05:49.592971
TRN0110,2,22,TRK0186,STN045,STN102,Delhi Shahdara,New Delhi,515,524,9,2025-09-24T19:08:49.592971,2025-09-24T19:17:49.592971
TRN0111,2,21,TRK0201,STN102,STN119,New Delhi,Rohtak Jn,216,226,10,2025-09-24T14:09:49.592971,2025-09-24T14:19:49.592971
TRN0112,2,21,TRK0201,STN119,STN102,Rohtak Jn,New Delhi,139,150,11,2025-09-24T12:52:49.592971,2025-09-24T13:03:49.592971
TRN0113,5,21,TRK0201,STN102,STN119,New Delhi,Rohtak Jn,120,130,10,2025-09-24T12:33:49.592971,2025-09-24T12:43:49.592971
TRN0113,5,21,TRK0206,STN119,STN120,Rohtak Jn,Roorkee,130,140,10,2025-09-24T12:43:49.592971,2025-09-24T12:53:49.592971
TRN0113,5,21,TRK0205,STN120,STN029,Roorkee,Bhiwani Jn,140,150,10,2025-09-24T12:53:49.592971,2025-09-24T13:03:49.592971
TRN0114,5,21,TRK0205,STN029,STN120,Bhiwani Jn,Roorkee,21,30,9,2025-09-24T10:54:49.592971,2025-09-24T11:03:49.592971
TRN0114,5,21,TRK0206,STN120,STN119,Roorkee,Rohtak Jn,60,69,9,2025-09-24T11:33:49.592971,2025-09-24T11:42:49.592971
TRN0114,5,21,TRK0201,STN119,STN102,Rohtak Jn,New Delhi,384,393,9,2025-09-24T16:57:49.592971,2025-09-24T17:06:49.592971
TRN0115,3,10,TRK0210,STN063,STN123,Haridwar Jn,Saharanpur Jn,10,19,9,2025-09-24T10:43:49.592971,2025-09-24T10:52:49.592971
TRN0115,3,10,TRK0207,STN123,STN004,Saharanpur Jn,Ambala Cantt Jn,19,28,9,2025-09-24T10:52:49.592971,2025-09-24T11:01:49.592971
TRN0115,3,10,TRK0176,STN004,STN093,Ambala Cantt Jn,Ludhiana Jn,30,39,9,2025-09-24T11:03:49.592971,2025-09-24T11:12:49.592971
TRN0115,3,10,TRK0177,STN093,STN074,Ludhiana Jn,Jalandhar City Jn,247,256,9,2025-09-24T14:40:49.592971,2025-09-24T14:49:49.592971
TRN0115,3,10,TRK0166,STN074,STN006,Jalandhar City Jn,Amritsar Jn,256,265,9,2025-09-24T14:49:49.592971,2025-09-24T14:58:49.592971
TRN0115,3,10,TRK0168,STN006,STN075,Amritsar Jn,Jammu Tawi,265,274,9,2025-09-24T14:58:49.592971,2025-09-24T15:07:49.592971
TRN0116,3,24,TRK0168,STN075,STN006,Jammu Tawi,Amritsar Jn,29,41,12,2025-09-24T11:02:49.592971,2025-09-24T11:14:49.592971
TRN0116,3,24,TRK0166,STN006,STN074,Amritsar Jn,Jalandhar City Jn,44,56,12,2025-09-24T11:17:49.592971,2025-09-24T11:29:49.592971
TRN0116,3,24,TRK0177,STN074,STN093,Jalandhar City Jn,Ludhiana Jn,59,71,12,2025-09-24T11:32:49.592971,2025-09-24T11:44:49.592971
TRN0116,3,24,TRK0176,STN093,STN004,Ludhiana Jn,Ambala Cantt Jn,145,157,12,2025-09-24T12:58:49.592971,2025-09-24T13:10:49.592971
TRN0116,3,24,TRK0207,STN004,STN123,Ambala Cantt Jn,Saharanpur Jn,157,169,12,2025-09-24T13:10:49.592971,2025-09-24T13:22:49.592971
TRN0116,3,24,TRK0210,STN123,STN063,Saharanpur Jn,Haridwar Jn,169,181,12,2025-09-24T13:22:49.592971,2025-09-24T13:34:49.592971
TRN0117,5,10,TRK0201,STN102,STN119,New Delhi,Rohtak Jn,177,188,11,2025-09-24T13:30:49.592971,2025-09-24T13:41:49.592971
TRN0117,5,10,TRK0198,STN119,STN082,Rohtak Jn,Karnal,188,199,11,2025-09-24T13:41:49.592971,2025-09-24T13:52:49.592971
TRN0118,5,22,TRK0198,STN082,STN119,Karnal,Rohtak Jn,22,36,14,2025-09-24T10:55:49.592971,2025-09-24T11:09:49.592971
TRN0118,5,22,TRK0201,STN119,STN102,Rohtak Jn,New Delhi,238,252,14,2025-09-24T14:31:49.592971,2025-09-24T14:45:49.592971
TRN0119,5,24,TRK0152,STN009,STN060,Anand Vihar Terminal,Hapur Jn,24,35,11,2025-09-24T10:57:49.592971,2025-09-24T11:08:49.592971
TRN0119,5,24,TRK0178,STN060,STN095,Hapur Jn,Meerut Cantt,35,46,11,2025-09-24T11:08:49.592971,2025-09-24T11:19:49.592971
TRN0120,5,26,TRK0178,STN095,STN060,Meerut Cantt,Hapur Jn,26,38,12,2025-09-24T10:59:49.592971,2025-09-24T11:11:49.592971
TRN0120,5,26,TRK0152,STN060,STN009,Hapur Jn,Anand Vihar Terminal,38,50,12,2025-09-24T11:11:49.592971,2025-09-24T11:23:49.592971
TRN0121,5,10,TRK0187,STN102,STN048,New Delhi,Faridabad,10,22,12,2025-09-24T10:43:49.592971,2025-09-24T10:55:49.592971
TRN0122,5,10,TRK0187,STN048,STN102,Faridabad,New Delhi,10,20,10,2025-09-24T10:43:49.592971,2025-09-24T10:53:49.592971
TRN0123,5,24,TRK0201,STN102,STN119,New Delhi,Rohtak Jn,65,77,12,2025-09-24T11:38:49.592971,2025-09-24T11:50:49.592971
TRN0123,5,24,TRK0199,STN119,STN088,Rohtak Jn,Kurukshetra Jn,85,97,12,2025-09-24T11:58:49.592971,2025-09-24T12:10:49.592971
TRN0123,5,24,TRK0194,STN088,STN104,Kurukshetra Jn,Panipat Jn,97,109,12,2025-09-24T12:10:49.592971,2025-09-24T12:22:49.592971
TRN0124,5,24,TRK0194,STN104,STN088,Panipat Jn,Kurukshetra Jn,44,55,11,2025-09-24T11:17:49.592971,2025-09-24T11:28:49.592971
TRN0124,5,24,TRK0199,STN088,STN119,Kurukshetra Jn,Rohtak Jn,113,124,11,2025-09-24T12:26:49.592971,2025-09-24T12:37:49.592971
TRN0124,5,24,TRK0201,STN119,STN102,Rohtak Jn,New Delhi,334,345,11,2025-09-24T16:07:49.592971,2025-09-24T16:18:49.592971
TRN0125,5,10,TRK0186,STN102,STN045,New Delhi,Delhi Shahdara,617,631,14,2025-09-24T20:50:49.592971,2025-09-24T21:04:49.592971
TRN0125,5,10,TRK0140,STN045,STN004,Delhi Shahdara,Ambala Cantt Jn,726,740,14,2025-09-24T22:39:49.592971,2025-09-24T22:53:49.592971
TRN0126,5,10,TRK0140,STN004,STN045,Ambala Cantt Jn,Delhi Shahdara,697,707,10,2025-09-24T22:10:49.592971,2025-09-24T22:20:49.592971
TRN0126,5,10,TRK0186,STN045,STN102,Delhi Shahdara,New Delhi,709,719,10,2025-09-24T22:22:49.592971,2025-09-24T22:32:49.592971
TRN0127,5,24,TRK0188,STN102,STN053,New Delhi,Ghaziabad Jn,258,271,13,2025-09-24T14:51:49.592971,2025-09-24T15:04:49.592971
TRN0128,5,21,TRK0188,STN053,STN102,Ghaziabad Jn,New Delhi,21,34,13,2025-09-24T10:54:49.592971,2025-09-24T11:07:49.592971
TRN0129,2,21,TRK0186,STN102,STN045,New Delhi,Delhi Shahdara,26,39,13,2025-09-24T10:59:49.592971,2025-09-24T11:12:49.592971
TRN0129,2,21,TRK0140,STN045,STN004,Delhi Shahdara,Ambala Cantt Jn,48,61,13,2025-09-24T11:21:49.592971,2025-09-24T11:34:49.592971
TRN0129,2,21,TRK0176,STN004,STN093,Ambala Cantt Jn,Ludhiana Jn,91,104,13,2025-09-24T12:04:49.592971,2025-09-24T12:17:49.592971
TRN0129,2,21,TRK0177,STN093,STN074,Ludhiana Jn,Jalandhar City Jn,171,184,13,2025-09-24T13:24:49.592971,2025-09-24T13:37:49.592971
TRN0129,2,21,TRK0166,STN074,STN006,Jalandhar City Jn,Amritsar Jn,184,197,13,2025-09-24T13:37:49.592971,2025-09-24T13:50:49.592971
TRN0129,2,21,TRK0168,STN006,STN075,Amritsar Jn,Jammu Tawi,197,210,13,2025-09-24T13:50:49.592971,2025-09-24T14:03:49.592971
TRN0130,2,10,TRK0168,STN075,STN006,Jammu Tawi,Amritsar Jn,10,20,10,2025-09-24T10:43:49.592971,2025-09-24T10:53:49.592971
TRN0130,2,10,TRK0166,STN006,STN074,Amritsar Jn,Jalandhar City Jn,96,106,10,2025-09-24T12:09:49.592971,2025-09-24T12:19:49.592971
TRN0130,2,10,TRK0177,STN074,STN093,Jalandhar City Jn,Ludhiana Jn,114,124,10,2025-09-24T12:27:49.592971,2025-09-24T12:37:49.592971
TRN0130,2,10,TRK0176,STN093,STN004,Ludhiana Jn,Ambala Cantt Jn,263,273,10,2025-09-24T14:56:49.592971,2025-09-24T15:06:49.592971
TRN0130,2,10,TRK0140,STN004,STN045,Ambala Cantt Jn,Delhi Shahdara,512,522,10,2025-09-24T19:05:49.592971,2025-09-24T19:15:49.592971
TRN0130,2,10,TRK0186,STN045,STN102,Delhi Shahdara,New Delhi,524,534,10,2025-09-24T19:17:49.592971,2025-09-24T19:27:49.592971
TRN0131,2,24,TRK0188,STN102,STN053,New Delhi,Ghaziabad Jn,50,62,12,2025-09-24T11:23:49.592971,2025-09-24T11:35:49.592971
TRN0131,2,24,TRK0209,STN053,STN123,Ghaziabad Jn,Saharanpur Jn,62,74,12,2025-09-24T11:35:49.592971,2025-09-24T11:47:49.592971
TRN0131,2,24,TRK0210,STN123,STN063,Saharanpur Jn,Haridwar Jn,74,86,12,2025-09-24T11:47:49.592971,2025-09-24T11:59:49.592971
TRN0131,2,24,TRK0156,STN063,STN041,Haridwar Jn,Dehradun,86,98,12,2025-09-24T11:59:49.592971,2025-09-24T12:11:49.592971
TRN0132,2,10,TRK0156,STN041,STN063,Dehradun,Haridwar Jn,68,78,10,2025-09-24T11:41:49.592971,2025-09-24T11:51:49.592971
TRN0132,2,10,TRK0210,STN063,STN123,Haridwar Jn,Saharanpur Jn,91,101,10,2025-09-24T12:04:49.592971,2025-09-24T12:14:49.592971
TRN0132,2,10,TRK0209,STN123,STN053,Saharanpur Jn,Ghaziabad Jn,101,111,10,2025-09-24T12:14:49.592971,2025-09-24T12:24:49.592971
TRN0132,2,10,TRK0188,STN053,STN102,Ghaziabad Jn,New Delhi,182,192,10,2025-09-24T13:35:49.592971,2025-09-24T13:45:49.592971
TRN0133,2,21,TRK0186,STN102,STN045,New Delhi,Delhi Shahdara,387,396,9,2025-09-24T17:00:49.592971,2025-09-24T17:09:49.592971
TRN0133,2,21,TRK0140,STN045,STN004,Delhi Shahdara,Ambala Cantt Jn,404,413,9,2025-09-24T17:17:49.592971,2025-09-24T17:26:49.592971
TRN0133,2,21,TRK0176,STN004,STN093,Ambala Cantt Jn,Ludhiana Jn,415,424,9,2025-09-24T17:28:49.592971,2025-09-24T17:37:49.592971
TRN0133,2,21,TRK0177,STN093,STN074,Ludhiana Jn,Jalandhar City Jn,429,438,9,2025-09-24T17:42:49.592971,2025-09-24T17:51:49.592971
TRN0134,2,10,TRK0177,STN074,STN093,Jalandhar City Jn,Ludhiana Jn,10,19,9,2025-09-24T10:43:49.592971,2025-09-24T10:52:49.592971
TRN0134,2,10,TRK0176,STN093,STN004,Ludhiana Jn,Ambala Cantt Jn,21,30,9,2025-09-24T10:54:49.592971,2025-09-24T11:03:49.592971
TRN0134,2,10,TRK0140,STN004,STN045,Ambala Cantt Jn,Delhi Shahdara,494,503,9,2025-09-24T18:47:49.592971,2025-09-24T18:56:49.592971
TRN0134,2,10,TRK0186,STN045,STN102,Delhi Shahdara,New Delhi,506,515,9,2025-09-24T18:59:49.592971,2025-09-24T19:08:49.592971
TRN0135,3,10,TRK0177,STN074,STN093,Jalandhar City Jn,Ludhiana Jn,10,18,8,2025-09-24T10:43:49.592971,2025-09-24T10:51:49.592971
TRN0135,3,10,TRK0176,STN093,STN004,Ludhiana Jn,Ambala Cantt Jn,18,26,8,2025-09-24T10:51:49.592971,2025-09-24T10:59:49.592971
TRN0135,3,10,TRK0140,STN004,STN045,Ambala Cantt Jn,Delhi Shahdara,491,499,8,2025-09-24T18:44:49.592971,2025-09-24T18:52:49.592971
TRN0135,3,10,TRK0186,STN045,STN102,Delhi Shahdara,New Delhi,499,507,8,2025-09-24T18:52:49.592971,2025-09-24T19:00:49.592971
TRN0135,3,10,TRK0190,STN102,STN064,New Delhi,Hazrat Nizamuddin,507,515,8,2025-09-24T19:00:49.592971,2025-09-24T19:08:49.592971
TRN0135,3,10,TRK0169,STN064,STN075,Hazrat Nizamuddin,Jammu Tawi,515,523,8,2025-09-24T19:08:49.592971,2025-09-24T19:16:49.592971
TRN0136,3,22,TRK0169,STN075,STN064,Jammu Tawi,Hazrat Nizamuddin,22,32,10,2025-09-24T10:55:49.592971,2025-09-24T11:05:49.592971
TRN0136,3,22,TRK0190,STN064,STN102,Hazrat Nizamuddin,New Delhi,33,43,10,2025-09-24T11:06:49.592971,2025-09-24T11:16:49.592971
TRN0136,3,22,TRK0186,STN102,STN045,New Delhi,Delhi Shahdara,489,499,10,2025-09-24T18:42:49.592971,2025-09-24T18:52:49.592971
TRN0136,3,22,TRK0140,STN045,STN004,Delhi Shahdara,Ambala Cantt Jn,652,662,10,2025-09-24T21:25:49.592971,2025-09-24T21:35:49.592971
TRN0136,3,22,TRK0176,STN004,STN093,Ambala Cantt Jn,Ludhiana Jn,662,672,10,2025-09-24T21:35:49.592971,2025-09-24T21:45:49.592971
TRN0136,3,22,TRK0177,STN093,STN074,Ludhiana Jn,Jalandhar City Jn,672,682,10,2025-09-24T21:45:49.592971,2025-09-24T21:55:49.592971
TRN0137,3,24,TRK0156,STN041,STN063,Dehradun,Haridwar Jn,131,139,8,2025-09-24T12:44:49.592971,2025-09-24T12:52:49.592971
TRN0137,3,24,TRK0210,STN063,STN123,Haridwar Jn,Saharanpur Jn,143,151,8,2025-09-24T12:56:49.592971,2025-09-24T13:04:49.592971
TRN0137,3,24,TRK0207,STN123,STN004,Saharanpur Jn,Ambala Cantt Jn,151,159,8,2025-09-24T13:04:49.592971,2025-09-24T13:12:49.592971
TRN0137,3,24,TRK0176,STN004,STN093,Ambala Cantt Jn,Ludhiana Jn,471,479,8,2025-09-24T18:24:49.592971,2025-09-24T18:32:49.592971
TRN0137,3,24,TRK0177,STN093,STN074,Ludhiana Jn,Jalandhar City Jn,479,487,8,2025-09-24T18:32:49.592971,2025-09-24T18:40:49.592971
TRN0137,3,24,TRK0166,STN074,STN006,Jalandhar City Jn,Amritsar Jn,487,495,8,2025-09-24T18:40:49.592971,2025-09-24T18:48:49.592971
TRN0138,3,10,TRK0166,STN006,STN074,Amritsar Jn,Jalandhar City Jn,10,21,11,2025-09-24T10:43:49.592971,2025-09-24T10:54:49.592971
TRN0138,3,10,TRK0177,STN074,STN093,Jalandhar City Jn,Ludhiana Jn,21,32,11,2025-09-24T10:54:49.592971,2025-09-24T11:05:49.592971
TRN0138,3,10,TRK0176,STN093,STN004,Ludhiana Jn,Ambala Cantt Jn,39,50,11,2025-09-24T11:12:49.592971,2025-09-24T11:23:49.592971
TRN0138,3,10,TRK0207,STN004,STN123,Ambala Cantt Jn,Saharanpur Jn,50,61,11,2025-09-24T11:23:49.592971,2025-09-24T11:34:49.592971
TRN0138,3,10,TRK0210,STN123,STN063,Saharanpur Jn,Haridwar Jn,61,72,11,2025-09-24T11:34:49.592971,2025-09-24T11:45:49.592971
TRN0138,3,10,TRK0156,STN063,STN041,Haridwar Jn,Dehradun,72,83,11,2025-09-24T11:45:49.592971,2025-09-24T11:56:49.592971
TRN0139,5,24,TRK0201,STN102,STN119,New Delhi,Rohtak Jn,188,199,11,2025-09-24T13:41:49.592971,2025-09-24T13:52:49.592971
TRN0139,5,24,TRK0206,STN119,STN120,Rohtak Jn,Roorkee,199,210,11,2025-09-24T13:52:49.592971,2025-09-24T14:03:49.592971
TRN0140,5,21,TRK0206,STN120,STN119,Roorkee,Rohtak Jn,22,37,15,2025-09-24T10:55:49.592971,2025-09-24T11:10:49.592971
TRN0140,5,21,TRK0201,STN119,STN102,Rohtak Jn,New Delhi,223,238,15,2025-09-24T14:16:49.592971,2025-09-24T14:31:49.592971
TRN0141,5,10,TRK0201,STN102,STN119,New Delhi,Rohtak Jn,141,153,12,2025-09-24T12:54:49.592971,2025-09-24T13:06:49.592971
TRN0141,5,10,TRK0202,STN119,STN117,Rohtak Jn,Rewari Jn,153,165,12,2025-09-24T13:06:49.592971,2025-09-24T13:18:49.592971
TRN0142,5,24,TRK0202,STN117,STN119,Rewari Jn,Rohtak Jn,32,45,13,2025-09-24T11:05:49.592971,2025-09-24T11:18:49.592971
TRN0142,5,24,TRK0201,STN119,STN102,Rohtak Jn,New Delhi,246,259,13,2025-09-24T14:39:49.592971,2025-09-24T14:52:49.592971
TRN0143,5,11,TRK0189,STN102,STN060,New Delhi,Hapur Jn,163,174,11,2025-09-24T13:16:49.592971,2025-09-24T13:27:49.592971
TRN0143,5,11,TRK0153,STN060,STN060,Hapur Jn,Hapur Jn,174,185,11,2025-09-24T13:27:49.592971,2025-09-24T13:38:49.592971
TRN0143,5,11,TRK0153,STN060,STN060,Hapur Jn,Hapur Jn,185,196,11,2025-09-24T13:38:49.592971,2025-09-24T13:49:49.592971
TRN0144,5,24,TRK0153,STN060,STN060,Hapur Jn,Hapur Jn,24,33,9,2025-09-24T10:57:49.592971,2025-09-24T11:06:49.592971
TRN0144,5,24,TRK0153,STN060,STN060,Hapur Jn,Hapur Jn,33,42,9,2025-09-24T11:06:49.592971,2025-09-24T11:15:49.592971
TRN0144,5,24,TRK0189,STN060,STN102,Hapur Jn,New Delhi,73,82,9,2025-09-24T11:46:49.592971,2025-09-24T11:55:49.592971
